link,rtt,msms,countries,cables
46.227.200.250 184.104.204.238,155.70,20354881,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.161 4.68.68.125,116.87,30855070|19652967|25639373,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.210 4.68.68.125,101.04,23024622|15766243,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.161 63.218.210.90,309.22,25639373,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.161 134.159.61.106,155.23,19652967|25639373,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
45.77.229.242 208.90.111.159,105.09,21992844,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.22.209.220 157.238.226.136,199.12,1431166,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.29 157.238.226.136,207.26,22770707,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.22.209.198 89.221.41.80,97.91,1430339,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.87 4.68.63.125,135.47,11863560,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.66.224.21 198.32.118.170,66.83,48725385,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.197 64.156.212.73,132.60,50072806,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.210 4.15.122.45,141.84,50181682,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
87.245.234.67 4.30.181.50,87.73,27970631|1962547|25544269,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.66.226.161 184.105.222.173,69.16,27425039,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.159 192.34.100.73,127.84,34323646,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
62.40.98.33 4.69.135.122,136.79,26292296,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.25 192.34.100.65,118.11,23677188,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.161 4.68.75.77,105.65,25639373,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.113 4.68.75.77,127.53,23528499,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.66.225.234 184.105.224.254,125.80,15556035,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.161 4.28.31.145,98.30,25639801,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.125 129.250.9.85,116.47,12427661,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.66.224.87 107.14.19.197,82.02,26933016,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
212.187.216.238 72.52.92.61,147.34,23720870,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.66.225.141 184.105.81.41,72.82,28194977,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.87 209.244.120.25,117.34,29011753,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.210 4.68.63.113,137.52,43169709|39587017|26976419,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.210 4.79.46.173,149.06,25697524|11492633,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.219.16.129 184.104.188.102,77.07,79413790,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
213.19.193.210 63.218.165.62,237.07,42048255,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.87 4.68.111.101,152.87,29011753,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
63.218.242.129 63.222.7.45,290.58,1430339|1431158,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.219.213.130 184.104.192.37,262.45,25603516,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.210 4.68.62.206,272.23,43169709,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.165 4.7.40.241,129.83,50208368,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
213.19.197.34 154.54.57.69,157.50,55518995,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.66.225.12 64.71.165.10,144.62,22299087,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.43 4.68.72.145,47.96,44180440,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
63.223.14.66 63.218.27.25,71.44,39291726,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.17 134.159.61.106,177.49,43905554,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.161 4.68.59.109,134.08,18392129,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
87.245.232.236 4.79.109.90,80.05,1430525,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.1 4.7.18.145,167.37,28276393,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.61 4.15.38.133,132.79,22573969,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.27 4.7.18.9,159.94,10684222,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
63.223.18.58 64.62.134.178,133.03,39291726,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.191 184.105.222.6,73.35,23085655,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
80.231.130.25 66.198.70.38,95.03,22573969|10683824,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.66.224.21 184.104.195.177,45.01,29320762,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
62.40.98.238 154.54.24.146,45.32,21049931,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
62.40.98.24 154.24.94.170,52.48,21049931,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.87 4.34.79.45,98.42,23910662,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
87.245.234.98 4.30.181.50,74.43,48490606,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.243 4.15.122.45,159.70,35888205,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
212.74.67.72 206.223.117.67,151.03,21984074,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.197 4.68.68.125,87.47,1612282,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
212.74.67.72 208.115.137.35,101.05,21984074,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.141 4.1.106.125,103.14,23876803,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.219.213.129 129.250.2.59,91.46,52019652,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.233 192.205.37.42,176.94,57842790,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.128 173.208.122.4,217.96,66796961,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.128 4.68.38.221,102.42,64566767,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.167 4.16.33.149,104.62,23019035,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.205 64.154.27.21,102.54,24240667,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.214 4.68.75.93,249.68,24240667,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
62.149.55.69 217.10.140.65,70.57,5011,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
153.92.43.249 184.104.205.165,58.05,19954313,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
45.77.229.242 69.61.20.10,44.05,21994556,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.23 4.68.144.165,103.28,5005,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.233 4.68.111.101,172.76,31559965,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.66.225.153 200.16.69.73,285.71,10590226,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.205 63.220.195.117,103.31,24240667,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.11 4.68.38.217,87.72,52511294,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.215 4.68.73.13,63.95,5051,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
85.95.26.170 129.250.194.42,171.55,34468266,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
87.245.238.253 184.105.55.250,192.91,66425701,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
63.223.18.58 63.125.103.106,75.63,39294600,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.131 4.68.63.17,84.71,23196886|27818094,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.22.209.61 195.22.221.8,224.57,11583527,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.17 4.68.71.45,52.15,51155623,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.23 4.68.38.177,98.70,5005,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.233 4.68.62.225,118.31,57842790,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.210 4.16.38.117,97.38,20389581,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.210 4.68.63.17,103.34,23024622,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.167 4.4.201.61,87.16,23019035,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.11 4.68.74.209,146.87,52511294,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.210 4.68.62.181,134.37,70027038,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
63.223.14.70 4.53.236.82,44.86,39294600,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.25 66.109.6.52,126.04,5017,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.66.231.89 129.250.2.246,72.93,24868437,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
82.98.196.161 64.125.24.69,137.61,5027|63709184,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.22.209.198 195.22.206.154,142.96,5001,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.66.225.157 184.105.64.122,64.42,18812126,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.66.226.199 184.105.222.173,58.27,23196886,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.205 4.68.106.85,87.71,24240667,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.25 96.110.2.229,99.22,5019,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.134 4.68.127.133,120.89,67728269,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.25 96.110.42.41,98.77,5019,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
5.254.78.94 5.254.119.46,87.06,20354920,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.23 134.159.61.106,142.76,29135716,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.29 4.53.198.41,118.58,6935349,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.108 4.53.198.41,107.22,24484809,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.25 4.68.38.177,110.85,5017,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.66.226.62 184.104.188.167,109.57,11700664,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.131 4.1.106.125,100.15,23196886,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.210 4.1.106.125,111.32,48707924|23024622,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.219.213.137 206.51.7.60,119.72,24240667,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.205 134.159.61.106,139.07,24240667,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.123 4.68.59.109,131.47,22293360,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.23 4.59.184.53,95.22,29135716|41386077,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
87.245.234.34 4.30.181.50,81.99,27225561|27225891,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
85.95.26.13 72.52.72.118,236.06,34468266,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
195.66.224.16 63.222.114.242,145.39,64566767,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.167 4.14.111.245,154.52,23019035,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.13 4.15.38.133,108.29,16453121,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.123 4.15.38.133,111.30,22293360,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
193.114.180.17 198.32.161.10,84.61,23024622,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
85.95.25.145 206.82.105.56,182.11,34466561,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.233 4.68.75.77,107.80,31559012,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.108 134.159.61.106,159.91,24484809,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.205 4.68.111.73,132.93,24240667,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
63.223.18.58 4.68.110.222,84.36,39294599,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.23 4.68.63.113,166.87,29135716,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
87.245.234.67 198.32.160.182,83.85,79158832|51355289,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.23 4.68.75.77,86.92,29135716,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.11 4.68.37.213,81.95,52511294,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.43 4.68.37.213,116.05,49135780,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
85.95.25.158 129.250.194.42,144.26,34466561,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.23 4.68.39.45,89.89,29135716,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.41 4.68.39.45,85.99,1430674,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
213.242.83.218 4.69.141.158,108.71,29416578,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.8.23 129.250.2.109,104.45,29135716,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
171.75.9.83 4.7.88.9,195.56,28329026,GB &#8594; US,Apollo|AC-1|AC-2|GTT Atlantic|FA-1|EXA|TGN|Yellow|Amitied
